id,name,description,cpu_class,socket,clock_speed,turbo_speed,cores,threads,total_cores,primary_cores,secondary_cores,performance_cores,efficient_cores,typical_tdp,tdp_down,tdp_up,cache_per_cpu_package,cache_per_effective_cpu_package,memory_support,other_names,first_seen_on_charts,cpu_mark_per_dollar_price,overall_rank,last_price_change,multi_thread_rating,single_thread_rating,num_samples,margin_for_error,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,relative_gaming_score
3735,Intel Core i5-10600K @ 4.10GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,4.1 GHz,4.8 GHz,6,12,,,,,,125 W,95 W,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-10600K CPU @ 4.10GHz, Intel Core i5-10600K CPU @ 4.10GHz",Q2 2020,78.92,1086th fastest in multithreading out of 5149 CPUs; 680th fastest in single threading out of 5149 CPUs; 354th fastest in out of 1449 Desktop CPUs,$180.99 USD (2025-05-31),14283,2918,1713,Low,"47,676 MOps/Sec","29,644 MOps/Sec",46 Million Primes/Sec,"26,662 Thousand Strings/Sec","4,903 MBytes/Sec","212,537 KBytes/Sec",815 Frames/Sec,"14,227 Million Matrices/Sec","2,143"
3736,Intel Core i5-9500TE @ 2.20GHz,Intel UHD Graphics 630,Laptop,FCLGA1151-2,2.2 GHz,3.6 GHz,6,6,,,,,,35 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 9 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-9500TE CPU @ 2.20GHz, Intel Core i5-9500TE CPU @ 2.20GHz",Q2 2020,51.00,1378th fastest in multithreading out of 5149 CPUs; 1147th fastest in single threading out of 5149 CPUs; 339th fastest in out of 1491 Laptop CPUs,$192.00 USD (2019-04-01),9791,2355,187,Low,"25,138 MOps/Sec","21,758 MOps/Sec",47 Million Primes/Sec,"17,503 Thousand Strings/Sec","3,212 MBytes/Sec","133,444 KBytes/Sec",852 Frames/Sec,"9,392 Million Matrices/Sec","1,798"
3737,Intel Core i5-10400 @ 2.90GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,2.9 GHz,4.3 GHz,6,12,,,,,,65 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz, Intel Core i5-10400 CPU @ 2.90GHz",Q2 2020,100.28,1231st fastest in multithreading out of 5149 CPUs; 943rd fastest in single threading out of 5149 CPUs; 400th fastest in out of 1449 Desktop CPUs,$119.99 USD (2025-06-09),12032,2563,3979,Low,"41,754 MOps/Sec","26,109 MOps/Sec",34 Million Primes/Sec,"23,235 Thousand Strings/Sec","4,091 MBytes/Sec","187,443 KBytes/Sec",670 Frames/Sec,"12,512 Million Matrices/Sec","1,808"
3738,Intel Core i7-10610U @ 1.80GHz,Intel UHD Graphics,Laptop,FCBGA1528,1.8 GHz,4.9 GHz,4,8,,,,,,15 W,10 W,25 W,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 8 MB,,"Max. Memory Size: 64 GB (DDR4-2666, LPDDR3-2133, LPDDR4-2933)","Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz, Intel Core i7-10610U CPU @ 1.80GHz",Q2 2020,16.16,1767th fastest in multithreading out of 5149 CPUs; 1309th fastest in single threading out of 5149 CPUs; 434th fastest in out of 1491 Laptop CPUs,$409.00 USD (2020-04-01),6608,2226,892,Low,"24,181 MOps/Sec","14,365 MOps/Sec",24 Million Primes/Sec,"11,132 Thousand Strings/Sec","2,198 MBytes/Sec","83,112 KBytes/Sec",500 Frames/Sec,"5,369 Million Matrices/Sec",913
3739,Intel Xeon Gold 6240R @ 2.40GHz,,Server,FCLGA3647,2.4 GHz,4.0 GHz,24,48,,,,,,165 W,,,L1 Instruction Cache: 24 x 32 KB; L1 Data Cache: 24 x 32 KB; L2 Cache: 24 x 1024 KB; L3 Cache: 36 MB,,,"Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz, Intel Xeon Gold 6240R CPU @ 2.40GHz",Q2 2020,23.00,345th fastest in multithreading out of 5149 CPUs; 1194th fastest in single threading out of 5149 CPUs; 225th fastest in out of 1105 Server CPUs,"$1,450.00 USD (2025-05-21)",33353,2312,2,High,"137,542 MOps/Sec","85,502 MOps/Sec",121 Million Primes/Sec,"75,714 Thousand Strings/Sec","12,552 MBytes/Sec","585,396 KBytes/Sec","1,610 Frames/Sec","47,318 Million Matrices/Sec",
3740,AMD Ryzen 7 PRO 4750U,with Radeon Graphics,Laptop,FP6,1.7 GHz,4.1 GHz,8,16,,,,,,15 W,10 W,25 W,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 512 KB; L3 Cache: 8 MB,,,AMD Ryzen 7 PRO 4750U with Radeon Graphics,Q2 2020,NA,1036th fastest in multithreading out of 5149 CPUs; 1019th fastest in single threading out of 5149 CPUs; 250th fastest in out of 1491 Laptop CPUs,NA,14960,2482,862,Low,"55,646 MOps/Sec","30,263 MOps/Sec",31 Million Primes/Sec,"22,039 Thousand Strings/Sec","12,013 MBytes/Sec","198,175 KBytes/Sec",674 Frames/Sec,"12,044 Million Matrices/Sec","1,329"
3741,Intel Core i7-10810U @ 1.10GHz,Intel UHD Graphics,Laptop,FCBGA1528,1.1 GHz,4.9 GHz,6,12,,,,,,15 W,12.5 W,25 W,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,"Max. Memory Size: 64 GB (DDR4-2666, LPDDR3-2133, LPDDR4-2933)","Intel(R) Core(TM) i7-10810U CPU @ 1.10GHz, Intel Core i7-10810U CPU @ 1.10GHz",Q2 2020,18.38,1533rd fastest in multithreading out of 5149 CPUs; 1246th fastest in single threading out of 5149 CPUs; 373rd fastest in out of 1491 Laptop CPUs,$443.00 USD (2020-04-01),8141,2278,148,Low,"32,805 MOps/Sec","18,934 MOps/Sec",30 Million Primes/Sec,"13,451 Thousand Strings/Sec","2,740 MBytes/Sec","103,406 KBytes/Sec",584 Frames/Sec,"6,321 Million Matrices/Sec","1,593"
3742,Intel Xeon Gold 6208U @ 2.90GHz,,Server,FCLGA3647,2.9 GHz,3.9 GHz,16,32,,,,,,150 W,,,L1 Instruction Cache: 1 x 32 KB; L1 Data Cache: 1 x 32 KB; L2 Cache: 1 x 1024 KB; L3 Cache: 22 MB,,,"Intel(R) Xeon(R) Gold 6208U CPU @ 2.90GHz, Intel Xeon Gold 6208U CPU @ 2.90GHz",Q2 2020,25.97,574th fastest in multithreading out of 5149 CPUs; 1296th fastest in single threading out of 5149 CPUs; 322nd fastest in out of 1105 Server CPUs,$950.00 USD (2024-05-07),24670,2239,4,High,"100,278 MOps/Sec","60,443 MOps/Sec",87 Million Primes/Sec,"52,234 Thousand Strings/Sec","9,625 MBytes/Sec","415,369 KBytes/Sec","1,345 Frames/Sec","28,516 Million Matrices/Sec",
3743,AMD Ryzen 5 PRO 4500U,with Radeon Graphics,Laptop,FP6,2.3 GHz,4.0 GHz,6,12,,,,,,15 W,10 W,25 W,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 512 KB; L3 Cache: 8 MB,,,AMD Ryzen 5 PRO 4500U with Radeon Graphics,Q2 2020,NA,1229th fastest in multithreading out of 5149 CPUs; 1006th fastest in single threading out of 5149 CPUs; 298th fastest in out of 1491 Laptop CPUs,NA,12117,2491,5,High,"41,948 MOps/Sec","22,654 MOps/Sec",28 Million Primes/Sec,"16,803 Thousand Strings/Sec","9,685 MBytes/Sec","149,226 KBytes/Sec",602 Frames/Sec,"9,089 Million Matrices/Sec","1,435"
3745,Intel Core i9-10900 @ 2.80GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,2.8 GHz,5.2 GHz,10,20,,,,,,65 W,,,L1 Instruction Cache: 10 x 32 KB; L1 Data Cache: 10 x 32 KB; L2 Cache: 10 x 256 KB; L3 Cache: 20 MB,,Max. Memory Size: 128 GB (DDR4-2933),"Intel(R) Core(TM) i9-10900 CPU @ 2.80GHz, Intel Core i9-10900 CPU @ 2.80GHz",Q2 2020,49.01,813th fastest in multithreading out of 5149 CPUs; 631st fastest in single threading out of 5149 CPUs; 280th fastest in out of 1449 Desktop CPUs,$395.77 USD (2025-06-04),19395,3011,890,Low,"77,976 MOps/Sec","47,882 MOps/Sec",56 Million Primes/Sec,"38,201 Thousand Strings/Sec","6,634 MBytes/Sec","307,986 KBytes/Sec",907 Frames/Sec,"19,284 Million Matrices/Sec","2,172"
3747,Intel Core i7-10700 @ 2.90GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,2.9 GHz,4.8 GHz,8,16,,,,,,65 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 256 KB; L3 Cache: 16 MB,,Max. Memory Size: 128 GB (DDR4-2933),"Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz, Intel Core i7-10700 CPU @ 2.90GHz",Q2 2020,43.81,985th fastest in multithreading out of 5149 CPUs; 696th fastest in single threading out of 5149 CPUs; 324th fastest in out of 1449 Desktop CPUs,$369.69 USD (2025-05-30),16196,2895,4267,Low,"63,067 MOps/Sec","38,882 MOps/Sec",47 Million Primes/Sec,"31,639 Thousand Strings/Sec","5,402 MBytes/Sec","252,694 KBytes/Sec",795 Frames/Sec,"16,189 Million Matrices/Sec","2,039"
3749,Intel Core i5-10500 @ 3.10GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,3.1 GHz,4.5 GHz,6,12,,,,,,65 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz, Intel Core i5-10500 CPU @ 3.10GHz",Q2 2020,66.44,1154th fastest in multithreading out of 5149 CPUs; 735th fastest in single threading out of 5149 CPUs; 371st fastest in out of 1449 Desktop CPUs,$199.00 USD (2025-05-18),13221,2809,1777,Low,"44,732 MOps/Sec","27,916 MOps/Sec",35 Million Primes/Sec,"25,654 Thousand Strings/Sec","5,011 MBytes/Sec","205,044 KBytes/Sec",737 Frames/Sec,"12,155 Million Matrices/Sec","1,982"
3750,Intel Core i5-10600 @ 3.30GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,3.3 GHz,4.8 GHz,6,12,,,,,,65 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Q2 2020,47.29,1123rd fastest in multithreading out of 5149 CPUs; 673rd fastest in single threading out of 5149 CPUs; 364th fastest in out of 1449 Desktop CPUs,$289.00 USD (2025-05-30),13666,2928,497,Low,"46,505 MOps/Sec","28,488 MOps/Sec",37 Million Primes/Sec,"25,809 Thousand Strings/Sec","4,982 MBytes/Sec","216,158 KBytes/Sec",766 Frames/Sec,"12,912 Million Matrices/Sec","2,063"
3751,Intel Core i9-10900T @ 1.90GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,1.9 GHz,4.6 GHz,10,20,,,,,,35 W,25 W,,L1 Instruction Cache: 10 x 32 KB; L1 Data Cache: 10 x 32 KB; L2 Cache: 10 x 256 KB; L3 Cache: 20 MB,,Max. Memory Size: 128 GB (DDR4-2933),Intel(R) Core(TM) i9-10900T CPU @ 1.90GHz,Q2 2020,42.05,1049th fastest in multithreading out of 5149 CPUs; 1012th fastest in single threading out of 5149 CPUs; 342nd fastest in out of 1449 Desktop CPUs,$349.99 USD (2023-01-17),14718,2489,41,Low,"58,740 MOps/Sec","35,752 MOps/Sec",47 Million Primes/Sec,"28,976 Thousand Strings/Sec","5,211 MBytes/Sec","232,671 KBytes/Sec",747 Frames/Sec,"13,435 Million Matrices/Sec","1,796"
3752,Intel Xeon Silver 4210R @ 2.40GHz,,Server,FCLGA3647,2.4 GHz,3.2 GHz,10,20,,,,,,100 W,,,L1 Instruction Cache: 10 x 32 KB; L1 Data Cache: 10 x 32 KB; L2 Cache: 10 x 1024 KB; L3 Cache: 14 MB,,,"Intel(R) Xeon(R) Silver 4210R CPU @ 2.40GHz, Intel Xeon Silver 4210R CPU @ 2.40GHz",Q2 2020,39.96,1030th fastest in multithreading out of 5149 CPUs; 1948th fastest in single threading out of 5149 CPUs; 474th fastest in out of 1105 Server CPUs,$380.00 USD (2025-01-12),15186,1802,47,Low,"52,044 MOps/Sec","31,971 MOps/Sec",64 Million Primes/Sec,"28,833 Thousand Strings/Sec","5,728 MBytes/Sec","228,053 KBytes/Sec","1,046 Frames/Sec","13,952 Million Matrices/Sec",
3753,AMD EPYC 7F52,,Server,SP3,3.5 GHz,3.9 GHz,16,32,,,,,,240 W,,,L1 Instruction Cache: 16 x 32 KB; L1 Data Cache: 16 x 32 KB; L2 Cache: 16 x 512 KB; L3 Cache: 256 MB,,,AMD EPYC 7F52 16-Core Processor,Q2 2020,21.80,259th fastest in multithreading out of 5149 CPUs; 989th fastest in single threading out of 5149 CPUs; 179th fastest in out of 1105 Server CPUs,"$1,895.30 USD (2025-03-14)",41322,2507,15,Medium,"125,905 MOps/Sec","75,120 MOps/Sec",369 Million Primes/Sec,"68,576 Thousand Strings/Sec","37,699 MBytes/Sec","567,506 KBytes/Sec","6,325 Frames/Sec","34,275 Million Matrices/Sec",
3754,Intel Core i9-10900KF @ 3.70GHz,,Desktop,FCLGA1200,3.7 GHz,5.3 GHz,10,20,,,,,,125 W,95 W,,L1 Instruction Cache: 10 x 32 KB; L1 Data Cache: 10 x 32 KB; L2 Cache: 10 x 256 KB; L3 Cache: 20 MB,,Max. Memory Size: 128 GB (DDR4-2933),"Intel(R) Core(TM) i9-10900KF CPU @ 3.70GHz, Intel Core i9-10900KF CPU @ 3.70GHz",Q2 2020,NA,665th fastest in multithreading out of 5149 CPUs; 581st fastest in single threading out of 5149 CPUs; 221st fastest in out of 1449 Desktop CPUs,NA,22349,3116,1310,Low,"85,351 MOps/Sec","53,175 MOps/Sec",63 Million Primes/Sec,"46,537 Thousand Strings/Sec","7,599 MBytes/Sec","374,563 KBytes/Sec","1,025 Frames/Sec","24,718 Million Matrices/Sec","2,341"
3756,AMD Ryzen 9 4900H,with Radeon Graphics,Laptop,FP6,3.3 GHz,4.4 GHz,8,16,,,,,,45 W,35 W,54 W,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 512 KB; L3 Cache: 8 MB,,,AMD Ryzen 9 4900H with Radeon Graphics,Q2 2020,NA,831st fastest in multithreading out of 5149 CPUs; 811th fastest in single threading out of 5149 CPUs; 185th fastest in out of 1491 Laptop CPUs,NA,19011,2699,397,Low,"65,800 MOps/Sec","38,278 MOps/Sec",36 Million Primes/Sec,"29,831 Thousand Strings/Sec","16,056 MBytes/Sec","273,898 KBytes/Sec",805 Frames/Sec,"17,398 Million Matrices/Sec","1,643"
3757,Intel Core i7-10700KF @ 3.80GHz,,Desktop,FCLGA1200,3.8 GHz,5.1 GHz,8,16,,,,,,125 W,5 W,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 256 KB; L3 Cache: 16 MB,,Max. Memory Size: 128 GB (DDR4-2933),"Intel(R) Core(TM) i7-10700KF CPU @ 3.80GHz, Intel Core i7-10700KF CPU @ 3.80GHz",Q2 2020,74.95,863rd fastest in multithreading out of 5149 CPUs; 618th fastest in single threading out of 5149 CPUs; 292nd fastest in out of 1449 Desktop CPUs,$245.95 USD (2025-06-12),18433,3036,1507,Low,"66,288 MOps/Sec","41,236 MOps/Sec",54 Million Primes/Sec,"36,807 Thousand Strings/Sec","6,269 MBytes/Sec","294,026 KBytes/Sec",933 Frames/Sec,"19,616 Million Matrices/Sec","2,412"
3758,AMD 3020e,with Radeon Graphics,Laptop,,1.2 GHz,2.6 GHz,2,2,,,,,,6 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 512 KB; L3 Cache: 4 MB,,,AMD 3020e with Radeon Graphics,Q2 2020,NA,2996th fastest in multithreading out of 5149 CPUs; 2649th fastest in single threading out of 5149 CPUs; 702nd fastest in out of 1491 Laptop CPUs,NA,2412,1390,267,Low,"6,542 MOps/Sec","4,294 MOps/Sec",12 Million Primes/Sec,"3,357 Thousand Strings/Sec","1,476 MBytes/Sec","27,467 KBytes/Sec",177 Frames/Sec,"1,474 Million Matrices/Sec",484
3760,AMD GX-420MC SOC,,Laptop,FTB3b,2.0 GHz,,4,4,,,,,,17.5 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 2048 KB,,,AMD GX-420MC SOC,Q2 2014,NA,3385th fastest in multithreading out of 5149 CPUs; 4039th fastest in single threading out of 5149 CPUs; 798th fastest in out of 1491 Laptop CPUs,NA,1796,695,1,High,"11,040 MOps/Sec","2,743 MOps/Sec",6 Million Primes/Sec,"4,097 Thousand Strings/Sec",536.8 MBytes/Sec,"30,899 KBytes/Sec",128 Frames/Sec,965 Million Matrices/Sec,158
3761,Intel Celeron G5900 @ 3.40GHz,Intel UHD Graphics 610,Desktop,FCLGA1200,3.4 GHz,,2,2,,,,,,58 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 2 MB,,,"Intel(R) Celeron(R) G5900 CPU @ 3.40GHz, Intel Celeron G5900 CPU @ 3.40GHz",Q2 2020,NA,2842nd fastest in multithreading out of 5149 CPUs; 1462nd fastest in single threading out of 5149 CPUs; 830th fastest in out of 1449 Desktop CPUs,NA,2677,2115,25,Low,"7,538 MOps/Sec","6,340 MOps/Sec",13 Million Primes/Sec,"4,900 Thousand Strings/Sec",883.3 MBytes/Sec,"40,819 KBytes/Sec",250 Frames/Sec,"1,373 Million Matrices/Sec",441
3762,Intel Xeon W-10885M @ 2.40GHz,Intel UHD Graphics,"Laptop, Server",FCBGA1440,2.4 GHz,5.3 GHz,8,16,,,,,,45 W,35 W,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 256 KB; L3 Cache: 16 MB,,"Max. Memory Size: 128 GB (DDR4-2933, ECC Supported)","Intel(R) Xeon(R) W-10885M CPU @ 2.40GHz, Intel Xeon W-10885M CPU @ 2.40GHz",Q2 2020,24.82,1014th fastest in multithreading out of 5149 CPUs; 787th fastest in single threading out of 5149 CPUs; 242nd fastest in out of 1491 Laptop CPUs; 469th fastest in out of 1105 Server CPUs,$623.00 USD (2020-04-01),15464,2726,167,Low,"53,727 MOps/Sec","34,067 MOps/Sec",55 Million Primes/Sec,"29,260 Thousand Strings/Sec","5,363 MBytes/Sec","226,077 KBytes/Sec",896 Frames/Sec,"13,967 Million Matrices/Sec",
3763,Intel Xeon E-2278GE @ 3.30GHz,Intel UHD Graphics 630,Server,FCLGA1151-2,3.3 GHz,4.7 GHz,8,16,,,,,,80 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 16 MB,,"Max. Memory Size: 128 GB (DDR4-2666, ECC Supported)","Intel(R) Xeon(R) E-2278GE CPU @ 3.30GHz, Intel Xeon E-2278GE CPU @ 3.30GHz",Q2 2020,31.91,999th fastest in multithreading out of 5149 CPUs; 913th fastest in single threading out of 5149 CPUs; 463rd fastest in out of 1105 Server CPUs,$494.00 USD (2019-04-01),15765,2587,12,Medium,"57,078 MOps/Sec","35,364 MOps/Sec",40 Million Primes/Sec,"30,470 Thousand Strings/Sec","5,965 MBytes/Sec","239,960 KBytes/Sec",808 Frames/Sec,"15,720 Million Matrices/Sec",
3764,Intel Xeon Silver 4214Y @ 2.20GHz,,Server,FCLGA3647,2.2 GHz,3.2 GHz,12,24,,,,,,85 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 1024 KB; L3 Cache: 17 MB,,,Intel(R) Xeon(R) Silver 4214Y CPU @ 2.20GHz,Q2 2020,21.92,967th fastest in multithreading out of 5149 CPUs; 1914th fastest in single threading out of 5149 CPUs; 451st fastest in out of 1105 Server CPUs,$750.00 USD (2024-10-11),16442,1822,2,High,"57,477 MOps/Sec","35,947 MOps/Sec",69 Million Primes/Sec,"32,907 Thousand Strings/Sec","6,248 MBytes/Sec","256,100 KBytes/Sec","1,108 Frames/Sec","15,895 Million Matrices/Sec",
3765,Intel Core i3-10300 @ 3.70GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,3.7 GHz,4.4 GHz,4,8,,,,,,65 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 8 MB,,Max. Memory Size: 128 GB (DDR4-2666),Intel(R) Core(TM) i3-10300 CPU @ 3.70GHz,Q2 2020,61.22,1423rd fastest in multithreading out of 5149 CPUs; 817th fastest in single threading out of 5149 CPUs; 444th fastest in out of 1449 Desktop CPUs,$151.90 USD (2025-01-11),9299,2692,67,Low,"29,512 MOps/Sec","18,577 MOps/Sec",28 Million Primes/Sec,"16,775 Thousand Strings/Sec","3,173 MBytes/Sec","133,552 KBytes/Sec",602 Frames/Sec,"8,952 Million Matrices/Sec","1,197"
3766,AMD Ryzen 5 PRO 4650U,with Radeon Graphics,Laptop,FP6,2.1 GHz,4.0 GHz,6,12,,,,,,15 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 512 KB; L3 Cache: 8 MB,,,AMD Ryzen 5 PRO 4650U with Radeon Graphics,Q2 2020,NA,1216th fastest in multithreading out of 5149 CPUs; 1113th fastest in single threading out of 5149 CPUs; 297th fastest in out of 1491 Laptop CPUs,NA,12296,2394,796,Low,"42,851 MOps/Sec","24,295 MOps/Sec",26 Million Primes/Sec,"17,630 Thousand Strings/Sec","9,797 MBytes/Sec","161,464 KBytes/Sec",551 Frames/Sec,"9,976 Million Matrices/Sec","1,466"
3767,Intel Core i5-10400F @ 2.90GHz,,Desktop,FCLGA1200,2.9 GHz,4.3 GHz,6,12,,,,,,65 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz, Intel Core i5-10400F CPU @ 2.90GHz",Q2 2020,107.33,1226th fastest in multithreading out of 5149 CPUs; 963rd fastest in single threading out of 5149 CPUs; 398th fastest in out of 1449 Desktop CPUs,$112.99 USD (2025-05-30),12127,2541,5775,Low,"41,481 MOps/Sec","25,958 MOps/Sec",35 Million Primes/Sec,"23,190 Thousand Strings/Sec","4,110 MBytes/Sec","185,990 KBytes/Sec",697 Frames/Sec,"12,503 Million Matrices/Sec","1,977"
3768,Intel Core i5-10500T @ 2.30GHz,Intel UHD Graphics 630,Desktop,FCLGA1200,2.3 GHz,3.8 GHz,6,12,,,,,,35 W,25 W,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 12 MB,,Max. Memory Size: 128 GB (DDR4-2666),"Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz, Intel Core i5-10500T CPU @ 2.30GHz",Q2 2020,101.76,1347th fastest in multithreading out of 5149 CPUs; 1224th fastest in single threading out of 5149 CPUs; 422nd fastest in out of 1449 Desktop CPUs,$99.99 USD (2023-05-21),10174,2291,630,Low,"36,279 MOps/Sec","22,823 MOps/Sec",27 Million Primes/Sec,"20,250 Thousand Strings/Sec","3,448 MBytes/Sec","160,206 KBytes/Sec",547 Frames/Sec,"10,075 Million Matrices/Sec","1,656"
3769,AMD Ryzen 5 PRO 3350G,with Radeon Vega Graphics,Desktop,AM4,3.6 GHz,4.0 GHz,4,8,,,,,,65 W,45 W,,L1 Instruction Cache: 4 x 64 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 512 KB; L3 Cache: 4 MB,,,AMD Ryzen 5 PRO 3350G with Radeon Vega Graphics,Q2 2020,NA,1434th fastest in multithreading out of 5149 CPUs; 1273rd fastest in single threading out of 5149 CPUs; 451st fastest in out of 1449 Desktop CPUs,NA,9198,2258,61,Low,"30,934 MOps/Sec","15,704 MOps/Sec",20 Million Primes/Sec,"14,895 Thousand Strings/Sec","8,504 MBytes/Sec","129,914 KBytes/Sec",516 Frames/Sec,"4,932 Million Matrices/Sec",739
3770,Intel Core i9-9990XE @ 4.00GHz,,Desktop,LGA2066,4.0 GHz,5.0 GHz,14,28,,,,,,255 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 1024 KB; L3 Cache: 19 MB,,,Intel(R) Core(TM) i9-9990XE CPU @ 4.00GHz,Q3 2020,13.94,405th fastest in multithreading out of 5149 CPUs; 657th fastest in single threading out of 5149 CPUs; 130th fastest in out of 1449 Desktop CPUs,"$2,163.00 USD (2021-10-19)",30162,2970,2,High,"109,175 MOps/Sec","69,540 MOps/Sec",115 Million Primes/Sec,"62,093 Thousand Strings/Sec","11,214 MBytes/Sec","472,546 KBytes/Sec","1,768 Frames/Sec","31,188 Million Matrices/Sec","2,769"
3774,AMD 3015e,with Radeon Graphics,Laptop,,1.2 GHz,2.3 GHz,2,4,,,,,,6 W,,,L1 Instruction Cache: 2 x 64 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 512 KB; L3 Cache: 4 MB,,,AMD 3015e with Radeon Graphics,Q3 2020,NA,2854th fastest in multithreading out of 5149 CPUs; 2747th fastest in single threading out of 5149 CPUs; 659th fastest in out of 1491 Laptop CPUs,NA,2657,1340,42,Low,"9,145 MOps/Sec","4,657 MOps/Sec",8 Million Primes/Sec,"3,992 Thousand Strings/Sec","2,181 MBytes/Sec","33,297 KBytes/Sec",163 Frames/Sec,"1,266 Million Matrices/Sec",451
3775,Intel Core i5-10400H @ 2.60GHz,Intel UHD Graphics,Laptop,FCBGA1440,2.6 GHz,4.6 GHz,4,8,,,,,,45 W,35 W,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 8 MB,,Max. Memory Size: 128 GB (DDR4-2933),Intel(R) Core(TM) i5-10400H CPU @ 2.60GHz,Q3 2020,33.42,1506th fastest in multithreading out of 5149 CPUs; 923rd fastest in single threading out of 5149 CPUs; 362nd fastest in out of 1491 Laptop CPUs,$250.00 USD (2020-04-01),8354,2580,116,Low,"27,467 MOps/Sec","17,402 MOps/Sec",29 Million Primes/Sec,"15,013 Thousand Strings/Sec","2,782 MBytes/Sec","115,711 KBytes/Sec",525 Frames/Sec,"7,314 Million Matrices/Sec","1,092"
